Machine ID,Location,Voting center,Clustered precinct ID,Precincts in the cluster,Abstentions,Number of registered voters,No. of voters who actually voted,No. of valid ballots cast,Turnout (%),"ABELLA, ERNIE (IND)","DE GUZMAN, LEODY (PLM)","DOMAGOSO, ISKO MORENO (AKSYON)","GONZALES, NORBERTO (PDSP)","LACSON, PING (PDR)","MANGONDATO, FAISAL (KTPNAN)","MARCOS, BONGBONG (PFP)","MONTEMAYOR, JOSE JR. (DPP)","PACQUIAO, MANNY PACMAN(PROMDI)","ROBREDO, LENI (IND)","ATIENZA, LITO (PROMDI)","BELLO, WALDEN (PLM)","DAVID, RIZALITO (DPP)","DUTERTE, SARA (LAKAS)","LOPEZ, MANNY SD (WPP)","ONG, DOC WILLIE (AKSYON)","PANGILINAN, KIKO (LP)","SERAPIO, CARLOS (KTPNAN)","SOTTO, VICENTE TITO (NPC)","AFUANG, ABNER (IND)","ALBANI, IBRAHIM (WPP)","ARRANZA, MANG JESS (IND)","BAGUILAT, TEDDY (LP)","BAILEN, AGNES (IND)","BALITA, CARL (AKSYON)","BARBO, LUTZ (PDPLBN)","BAUTISTA, HERBERT BISTEK (NPC)","BELGICA, GRECO (PDDS)","BELLO, SILVESTRE JR. (PDPLBN)","BINAY, JOJO (UNA)","CABONEGRO, ROY (PLM)","CASTRICIONES, BRO JOHN(PDPLBN)","CAYETANO, ALAN PETER (IND)","CHAVEZ, MELCHOR (WPP)","COLMENARES, NERI (MKBYN)","D'ANGELO, DAVID (PLM)","DE LIMA, LEILA (LP)","DEL ROSARIO, MONSOUR (PDR)","DIAZ, DING (PPP)","DIOKNO, CHEL (KANP)","EJERCITO, JV ESTRADA (NPC)","ELEAZAR, GEN. GUILLERMO (PDR)","ERE�O, BRO. ERNIE (PM)","ESCUDERO, CHIZ (NPC)","ESPIRITU, LUKE (PLM)","ESTRADA, JINGGOY (PMP)","FALCONE, BAL FALCON (DPP)","GADON, LARRY (KBL)","GATCHALIAN, WIN (NPC)","GORDON, WOW DICK (BVNP)","GUTOC, SAMIRA (AKSYON)","HONASAN, GRINGO (IND)","HONTIVEROS, RISA (AKBAYAN)","JAVELLANA, RJ (IND)","KIRAM, NUR-MAHAL (IND)","LABOG, ELMER (MKBYN)","LACSON, KUYA ALEX (KP)","LANGIT, REY (PDPLBN)","LEGARDA, LOREN (NPC)","LIM, ARIEL (IND)","MALLILLIN, EMILY (PPM)","MARCOLETA, RODANTE (PDPLBN)","MARCOS, FRANCIS LEO (IND)","MATULA, SONNY (IND)","MINDALANO-ADAM,MARIETA(KTPNAN)","OLARTE, ATTY/DR. LEO (BIGKIS)","PADILLA, DRA. MINGUITA (PDR)","PADILLA, ROBIN (PDPLBN)","PANELO, SAL PANALO (PDPLBN)","PIMENTEL, ASTRA (PDPLBN)","PI�OL, MANNY (NPC)","RICABLANCA, WILLIE JR. (PM)","ROQUE, HARRY SPOX (PRP)","SAHIDULLA, LADY ANNE (PDDS)","SISON, JOPET (AKSYON)","TEODORO, GIBO (PRP)","TRILLANES, ANTONIO IV (LP)","TULFO, IDOL RAFFY (IND)","VALEROS, REY (IND)","VILLANUEVA,JOEL TESDAMAN (IND)","VILLAR, MARK (NP)","ZUBIAGA, CARMEN (IND)","ZUBIRI, MIGZ (IND)",01 KAMALAYAN,02 KM NGAYON NA,03 PSIS,04 AGAP,05 KABAYAN,06 HOME OWNER,07 KAPUSO-PM,08 PDP CARES,09 MARVELOUS TAYO,10 AKO OFW,11 UNITED SENIOR CITIZEN,12 WOW PILIPINAS,13 ALTERNATIBA,14 1-RIDER PARTYLIST,15 1-CARE,16 ABP,17 AKO MUSIKERO,18 AKO BICOL,19 PRAI,20 4PS,21 MAAGAP,22 ABANTE PILIPINAS,23 AKTIBONG KAAGAPAY,24 ALSA BISAYA,25 PROBINSYANO AKO,26 YACAP,27 MAGDALO,28 ACT-CIS,29 HUGPONG FEDERAL,30 TGP,31 ONE COOP,32 BARKADAHAN,33 DUMPER PTDA,34 MALABUNG,35 BH (BAGONG HENERASYON),36 AKMA-PTM,37 IPATUPAD,38 PINUNO,39 LPGMA,40 CLICK PARTY,41 TODA,42 BHW,43 MALASAKIT@BAYANIHAN,44 ABS,45 PASAHERO PARTYLIST,46 ANGAT,47 SOLID-CHANGE,48 BICOL SARO,49 OFW,50 ANG PROBINSIYANO,51 ANAKALUSUGAN,52 PBA,53 PEACE,54 P3PWD,55 S.M.I.L.E,56 AAMBIS-OWA,57 BUTIL,58 LUNAS,59 ANG KOMADRONA,60 KABAKA,61 SAGIP,62 ANG KABUHAYAN,63 AKO I.P.,64 PHILRECA,65 BABAE AKO,66 KB,67 GABRIELA,68 KALINGA,69 STL,70 RECOBODA,71 ANGAT PINOY,72 ANAC-IP,73 DIWA,74 ASENSO PINOY,75 PPP,76 PAMILYA MUNA,77 AYUDA SANDUGO,78 BUKLOD FILIPINO,79 BTS,80 MOCHA,81 ACT TEACHERS,82 ALONA,83 KABALIKAT,84 ALIF,85 1-UTAP BICOL,86 TINGOG,87 H.E.L.P. PILIPINAS,88 TUCP,89 PTA,90 AGIMAT,91 KONTRA BROWNOUT,92 TULUNGAN TAYO,93 DUTERTE YOUTH,94 ABEKA,95 KABATAAN,97 ACTS-OFW,98 RAM,99 USWAG ILONGGO,100 AKO BISAYA,101 KAPAMILYA,102 PUSONG PINOY,103 CWS,104 SILBI,105 CIBAC,106 SUBANEN,107 AKKK,108 BG PARTY-LIST,109 PAMILYANG MAGSASAKA,110 COOP NATCCO,111 FRONTLINERS ANG BIDA,112 KASAMA,113 AKO BISDAK,114 GP PARTY,115 BAHAY,116 MAGSASAKA,117 MARINO,118 UNITED FRONTLINERS,119 L.O.G.R.O. KUSINERO,120 BPO,121 ABANG LINGKOD,122 KUSUG TAUSUG,123 PLM,124 OK PARTYLIST,125 A TEACHER,126 PASADA-CC,127 OFW FAMILY,128 ANGKLA,129 COCOMAN,130 ACT AS ONE,131 AKO ILOCANO AKO,132 TRABAHO,133 PATROL,134 AKO PADAYON,135 ABONO,136 MANILA TEACHERS,137 KOOP-KAMPI,138 MAYPAGASA,139 PVAID,140 TUTOK TO WIN,141 BAYAN MUNA,142 API,143 ARTE,144 ASAP,145 BUNYOG,146 AKBAYAN,147 DAMAYAN,148 WIFI,149 CANCER PARTY LIST,150 1-ANG EDUKASYON,151 UFCC,152 AGRI,153 MAHARLIKA,154 ANAKPAWIS,155 1TAHANAN,156 TURISMO,157 APEC,158 SENIOR CITIZENS PARTYLIST,159 AASENSO,160 AMIN,161 1-PACMAN,162 ABB-NFCPI,163 AN WARAY,164 AP PARTYLIST,165 AKAP PINOY,166 BUHAY,167 ARISE,168 IWI,169 ANG TINIG NG SENIORS,170 LBP,171 IPEACE EPANAW,172 APAT-DAPAT,173 UMA ILONGGO,174 AYUDA,175 SAMBAYANAN,176 AKO BREEDER,177 FPJ,178 LIBRO
HPM180PA01024099,"BARMM, LANAO DEL SUR, CITY OF MARAWI, MONCADO KADINGILAN",MARAWI CENTRAL ELEMENTARY PILOT SCHOOL AND DANSALAN INTEGRATED SCHOOL (DIS) AREA 2,36170096,"0157A, 0157B, 0157C",2,597,439,439,73.53,0,0,9,0,6,58,26,2,1,320,3,0,0,94,0,14,266,1,12,1,16,2,67,0,7,1,24,3,1,13,0,2,20,2,50,1,90,8,0,110,9,127,0,10,40,5,0,7,16,38,360,6,89,0,12,1,27,1,31,0,0,2,2,23,16,0,30,304,10,8,7,0,10,3,1,10,50,31,2,10,25,1,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,31,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01069098,"BARMM, LANAO DEL SUR, CITY OF MARAWI, MONCADO KADINGILAN",MARAWI CENTRAL ELEMENTARY PILOT SCHOOL AND DANSALAN INTEGRATED SCHOOL (DIS) AREA 2,36170097,"0158A, 0159A, 0159B",0,579,393,393,67.87,0,0,4,0,48,62,14,0,1,250,0,0,0,65,2,9,245,1,54,1,12,0,205,0,8,1,21,3,2,16,1,4,17,0,7,0,192,44,0,224,11,96,2,14,19,9,0,8,15,65,226,49,88,0,18,3,7,0,68,1,1,5,0,3,10,0,82,197,8,46,43,0,3,2,1,8,11,22,0,7,16,4,119,0,0,0,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01005233,"BARMM, LANAO DEL SUR, CITY OF MARAWI, MORIATAO LOKSADATO",AMAI PAKPAK ELEMENTARY SCHOOL,36170098,"0160A, 0160B, 0161A",0,534,415,415,77.71,2,0,52,1,1,197,60,0,3,88,7,1,1,240,1,42,55,0,36,11,82,4,9,8,34,10,103,6,6,63,4,4,74,8,8,3,19,24,6,32,38,40,3,43,7,39,6,27,42,48,368,28,44,3,73,6,20,14,157,7,11,11,11,12,63,2,25,358,30,17,12,6,30,29,10,20,25,100,2,44,80,11,189,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,8,0,0,0,0,2,7,1,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,36,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,34,0,0,0,0,25,0,0,68,0,1,3,0,0,0,0,0,35,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01005233,"BARMM, LANAO DEL SUR, CITY OF MARAWI, MORIATAO LOKSADATO",AMAI PAKPAK ELEMENTARY SCHOOL,36170098,"0160A, 0160B, 0161A",0,534,415,415,77.71,2,0,52,1,1,197,60,0,3,88,7,1,1,240,1,42,55,0,36,11,82,4,9,8,34,10,103,6,6,63,4,4,74,8,8,3,19,24,6,32,38,40,3,43,7,39,6,27,42,48,368,28,44,3,73,6,20,14,157,7,11,11,11,12,63,2,25,358,30,17,12,6,30,29,10,20,25,100,2,44,80,11,189,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,8,0,0,0,0,2,7,1,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,36,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,34,0,0,0,0,25,0,0,68,0,1,3,0,0,0,0,0,35,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01078031,"BARMM, LANAO DEL SUR, CITY OF MARAWI, NAVARRO",AMAI PAKPAK ELEMENTARY SCHOOL,36170101,"0165A, 0165B, 0165C",1,594,441,441,74.24,0,0,29,0,1,142,158,8,20,75,3,0,0,305,0,22,43,1,39,5,47,5,15,10,33,3,84,5,12,109,12,9,139,11,18,7,21,26,4,47,97,76,1,88,15,105,3,44,93,41,255,82,68,3,48,7,32,6,153,5,6,12,24,11,43,1,43,363,36,30,12,2,43,21,16,42,47,133,5,101,98,5,168,0,0,0,0,3,0,2,0,0,4,2,1,0,1,0,0,0,1,2,6,0,2,9,1,2,0,0,6,1,2,1,0,1,0,0,0,1,3,0,1,0,5,26,0,2,4,0,1,3,6,0,0,0,1,0,0,0,1,4,0,15,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,1,8,0,0,0,0,1,0,1,0,1,0,1,0,1,4,0,1,2,1,1,0,1,1,0,0,2,1,9,2,0,1,1,1,0,1,56,2,0,2,0,0,0,0,2,20,1,0,1,0,5,0,0,0,0,10,0,2,0,0,0,6,0,1,1,0,0,0,0,1,0,2,0,2,0,1,2,0,0,2,1,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,3,0
HPM180PA01047364,"BARMM, LANAO DEL SUR, CITY OF MARAWI, DATU NAGA",MARAWI CENTRAL ELEMENTARY PILOT SCHOOL AND DANSALAN INTEGRATED SCHOOL (DIS) AREA 2,36170100,"0163A, 0163B, 0163C, 0164A, 0164B",0,769,656,656,85.30,0,0,56,0,1,356,82,0,0,144,8,2,2,428,3,54,69,3,42,7,93,6,10,4,44,3,97,5,7,61,5,7,64,1,5,1,12,21,4,25,27,45,5,39,8,43,4,11,61,35,563,9,65,3,62,5,7,7,100,8,2,8,4,8,65,4,19,561,27,17,13,2,15,15,7,20,27,101,0,29,47,2,167,0,0,0,0,1,1,1,0,1,6,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,45,1,2,1,13,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,3,0,0,0,1,115,2,2,1,1,2,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,16,0,0,0,0,0,1,0,0,30,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,95,33,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
HPM180PA01072565,"BARMM, LANAO DEL SUR, CITY OF MARAWI, NAVARRO",AMAI PAKPAK ELEMENTARY SCHOOL,36170103,"0167B, 0168A, 0168B",0,584,463,463,79.28,3,0,22,0,6,158,164,4,15,83,2,1,0,343,0,27,30,6,24,6,61,3,7,6,27,5,110,7,11,81,1,2,112,6,14,5,18,26,0,36,92,85,3,84,13,90,2,35,95,30,302,34,55,3,44,5,19,2,131,2,2,19,22,5,54,4,29,374,37,29,9,5,68,16,10,49,34,153,2,91,99,8,169,0,0,1,1,2,0,1,0,0,2,0,0,1,3,1,0,1,0,4,6,0,0,5,0,3,0,0,13,6,3,2,0,0,0,2,0,0,0,0,0,1,5,17,0,1,5,0,0,2,4,0,1,1,0,0,0,0,0,2,0,16,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,44,1,0,0,0,3,0,1,0,1,0,1,1,1,7,0,0,1,0,2,1,1,0,0,1,1,1,4,0,0,1,0,1,0,0,70,1,0,0,0,0,0,0,1,38,1,0,1,0,27,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3,0,0,1,0,1,0,0,1,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
HPM180PA01010681,"BARMM, LANAO DEL SUR, CITY OF MARAWI, NORHAYA VILLAGE",MARAWI CENTRAL ELEMENTARY PILOT SCHOOL AND DANSALAN INTEGRATED SCHOOL (DIS) AREA 2,36170104,"0169A, 0169B, 0170A, 0170B",0,630,494,494,78.41,0,0,2,0,2,30,11,0,0,440,0,0,0,64,0,6,416,0,6,3,16,3,172,2,25,2,29,3,5,25,1,210,28,0,170,0,33,7,2,214,104,11,0,12,9,11,1,8,30,53,481,16,77,0,9,1,149,5,60,1,1,5,1,12,9,4,7,308,24,10,10,0,18,4,3,18,222,35,1,27,22,4,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,12,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,31,0,1,331,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01009253,"BARMM, LANAO DEL SUR, CITY OF MARAWI, OLAWA AMBOLONG",ANGOYAO CENTRAL ELEMENTARY SCHOOL,36170006,"0006A, 0006B, 0006C, 0006D",0,679,584,584,86.00,2,1,29,3,0,379,12,0,3,141,2,0,1,204,1,135,102,2,48,7,127,2,5,7,12,5,31,3,4,38,2,6,26,2,6,3,15,11,2,11,17,13,4,22,8,25,4,10,9,9,526,7,19,4,50,1,14,3,33,5,5,9,5,6,57,1,30,489,4,7,5,7,8,34,4,4,22,64,4,14,21,1,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,2,0,0,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,87,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,6,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01067371,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PAGALAMATAN GAMBAI",ANGOYAO CENTRAL ELEMENTARY SCHOOL,36170106,"0173A, 0173B, 0173C, 0173D",0,779,562,562,72.14,1,0,46,0,1,241,16,0,6,148,2,1,0,204,1,25,92,0,25,4,16,3,0,3,4,5,24,2,1,20,5,3,20,2,5,5,11,8,2,13,20,12,5,10,5,18,2,7,11,30,421,12,23,2,22,2,12,1,29,4,3,1,2,3,22,0,15,430,4,9,2,6,4,8,3,8,12,34,1,25,19,6,37,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,11,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,23,0,109,0,0,0,0,0,0,0,0,16,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,117,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0

HPM180PA01032652,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PAGAYAWAN",BANDARA ELEMENTARY SCHOOL,36170108,"0175A, 0175B, 0176A",0,446,410,410,91.92,0,0,7,0,0,95,3,1,2,296,3,1,1,46,2,10,251,2,57,1,19,1,4,4,4,1,65,2,2,38,2,2,33,0,7,0,62,6,0,54,79,54,2,21,3,84,1,3,82,153,385,3,97,1,14,2,6,7,60,1,1,2,4,2,19,0,17,372,2,6,0,2,4,5,1,3,90,77,0,15,18,4,126,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,106,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01001978,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PANGGAO SADUC",SADUC ELEMENTARY SCHOOL,36170129,"0207A, 0207B, 0207C",1,582,379,379,65.12,0,1,52,0,0,135,56,0,3,126,1,1,0,244,1,37,51,0,27,3,60,2,69,3,51,2,60,2,9,58,7,2,57,2,27,4,23,13,5,104,42,31,3,89,34,28,1,29,62,44,334,20,128,4,101,7,35,2,105,0,0,8,7,15,61,0,23,327,34,16,14,2,38,17,8,91,17,81,1,44,123,10,261,0,2,0,1,1,2,0,0,0,4,0,0,0,0,2,0,0,0,3,4,0,0,1,0,2,0,0,3,3,3,0,0,0,0,0,1,0,0,0,0,1,1,13,0,0,116,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,14,0,1,0,0,1,2,0,7,0,0,1,0,0,0,0,0,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01077801,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PANGGAO SADUC",SADUC ELEMENTARY SCHOOL,36170130,"0208A, 0208B, 0209A",1,539,382,382,70.87,0,0,55,1,2,160,43,0,2,116,1,0,0,244,2,52,38,1,32,3,58,3,57,3,37,1,64,4,1,50,0,6,64,3,14,2,18,17,3,91,41,31,1,97,20,33,1,14,69,46,352,23,98,3,94,2,41,2,98,0,1,5,4,7,48,2,19,331,32,21,9,3,28,19,10,113,19,88,1,37,128,3,251,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,2,3,0,0,3,0,2,0,0,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,13,0,0,129,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,41,0,1,0,0,4,0,0,0,0,0,3,0,1,1,0,2,0,0,0,0,4,0,0,0,0,0,12,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,40,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
HPM180PA01067882,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PANTAON",HARAT MEDINA SCHOOL,36170109,"0177A, 0177B, 0177C",0,426,402,402,94.36,0,0,20,0,1,224,27,0,2,118,0,0,0,283,0,12,51,0,34,0,11,0,2,3,17,1,157,5,7,32,8,0,13,0,1,1,3,3,2,7,52,13,2,13,6,14,0,1,16,10,378,11,11,2,17,1,1,1,22,1,1,3,0,1,12,1,12,373,13,7,4,1,4,3,0,5,4,99,1,9,18,8,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01010639,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PAPANDAYAN",HARAT MEDINA SCHOOL,36170110,"0178A, 0178B",0,398,387,387,97.23,0,0,50,0,0,207,17,0,1,101,3,1,0,223,0,43,55,0,35,4,138,1,7,2,13,8,29,1,5,20,3,4,29,14,29,3,10,4,2,8,8,10,0,43,3,21,2,23,16,69,361,11,24,2,70,0,8,2,29,1,1,3,4,2,53,2,59,354,12,15,12,2,34,36,5,2,7,92,0,27,49,3,111,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,22,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57,0,0,1,0,66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,35,3,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0

HPM180PA01084250,"BARMM, LANAO DEL SUR, CITY OF MARAWI, PAPANDAYAN CANIOGAN",HARAT MEDINA SCHOOL,36170112,"0179A, 0179B, 0180A, 0180B",0,766,618,618,80.67,1,0,22,2,1,354,37,0,3,143,0,2,0,331,2,47,92,2,51,4,94,0,10,3,41,11,207,1,5,62,7,5,69,4,17,5,15,16,7,32,58,24,4,38,13,30,1,16,44,89,522,16,59,3,62,4,24,7,65,2,2,13,2,10,54,0,19,502,33,17,10,3,26,17,4,14,15,82,1,36,54,5,266,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,16,0,2,0,0,1,1,8,0,0,0,0,0,0,1,1,0,0,0,3,46,0,0,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,102,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,54,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
