Machine ID,Location,Voting center,Clustered precinct ID,Precincts in the cluster,Abstentions,Number of registered voters,No. of voters who actually voted,No. of valid ballots cast,Turnout (%),"ABELLA, ERNIE (IND)","DE GUZMAN, LEODY (PLM)","DOMAGOSO, ISKO MORENO (AKSYON)","GONZALES, NORBERTO (PDSP)","LACSON, PING (PDR)","MANGONDATO, FAISAL (KTPNAN)","MARCOS, BONGBONG (PFP)","MONTEMAYOR, JOSE JR. (DPP)","PACQUIAO, MANNY PACMAN(PROMDI)","ROBREDO, LENI (IND)","ATIENZA, LITO (PROMDI)","BELLO, WALDEN (PLM)","DAVID, RIZALITO (DPP)","DUTERTE, SARA (LAKAS)","LOPEZ, MANNY SD (WPP)","ONG, DOC WILLIE (AKSYON)","PANGILINAN, KIKO (LP)","SERAPIO, CARLOS (KTPNAN)","SOTTO, VICENTE TITO (NPC)","AFUANG, ABNER (IND)","ALBANI, IBRAHIM (WPP)","ARRANZA, MANG JESS (IND)","BAGUILAT, TEDDY (LP)","BAILEN, AGNES (IND)","BALITA, CARL (AKSYON)","BARBO, LUTZ (PDPLBN)","BAUTISTA, HERBERT BISTEK (NPC)","BELGICA, GRECO (PDDS)","BELLO, SILVESTRE JR. (PDPLBN)","BINAY, JOJO (UNA)","CABONEGRO, ROY (PLM)","CASTRICIONES, BRO JOHN(PDPLBN)","CAYETANO, ALAN PETER (IND)","CHAVEZ, MELCHOR (WPP)","COLMENARES, NERI (MKBYN)","D'ANGELO, DAVID (PLM)","DE LIMA, LEILA (LP)","DEL ROSARIO, MONSOUR (PDR)","DIAZ, DING (PPP)","DIOKNO, CHEL (KANP)","EJERCITO, JV ESTRADA (NPC)","ELEAZAR, GEN. GUILLERMO (PDR)","ERE�O, BRO. ERNIE (PM)","ESCUDERO, CHIZ (NPC)","ESPIRITU, LUKE (PLM)","ESTRADA, JINGGOY (PMP)","FALCONE, BAL FALCON (DPP)","GADON, LARRY (KBL)","GATCHALIAN, WIN (NPC)","GORDON, WOW DICK (BVNP)","GUTOC, SAMIRA (AKSYON)","HONASAN, GRINGO (IND)","HONTIVEROS, RISA (AKBAYAN)","JAVELLANA, RJ (IND)","KIRAM, NUR-MAHAL (IND)","LABOG, ELMER (MKBYN)","LACSON, KUYA ALEX (KP)","LANGIT, REY (PDPLBN)","LEGARDA, LOREN (NPC)","LIM, ARIEL (IND)","MALLILLIN, EMILY (PPM)","MARCOLETA, RODANTE (PDPLBN)","MARCOS, FRANCIS LEO (IND)","MATULA, SONNY (IND)","MINDALANO-ADAM,MARIETA(KTPNAN)","OLARTE, ATTY/DR. LEO (BIGKIS)","PADILLA, DRA. MINGUITA (PDR)","PADILLA, ROBIN (PDPLBN)","PANELO, SAL PANALO (PDPLBN)","PIMENTEL, ASTRA (PDPLBN)","PI�OL, MANNY (NPC)","RICABLANCA, WILLIE JR. (PM)","ROQUE, HARRY SPOX (PRP)","SAHIDULLA, LADY ANNE (PDDS)","SISON, JOPET (AKSYON)","TEODORO, GIBO (PRP)","TRILLANES, ANTONIO IV (LP)","TULFO, IDOL RAFFY (IND)","VALEROS, REY (IND)","VILLANUEVA,JOEL TESDAMAN (IND)","VILLAR, MARK (NP)","ZUBIAGA, CARMEN (IND)","ZUBIRI, MIGZ (IND)",01 KAMALAYAN,02 KM NGAYON NA,03 PSIS,04 AGAP,05 KABAYAN,06 HOME OWNER,07 KAPUSO-PM,08 PDP CARES,09 MARVELOUS TAYO,10 AKO OFW,11 UNITED SENIOR CITIZEN,12 WOW PILIPINAS,13 ALTERNATIBA,14 1-RIDER PARTYLIST,15 1-CARE,16 ABP,17 AKO MUSIKERO,18 AKO BICOL,19 PRAI,20 4PS,21 MAAGAP,22 ABANTE PILIPINAS,23 AKTIBONG KAAGAPAY,24 ALSA BISAYA,25 PROBINSYANO AKO,26 YACAP,27 MAGDALO,28 ACT-CIS,29 HUGPONG FEDERAL,30 TGP,31 ONE COOP,32 BARKADAHAN,33 DUMPER PTDA,34 MALABUNG,35 BH (BAGONG HENERASYON),36 AKMA-PTM,37 IPATUPAD,38 PINUNO,39 LPGMA,40 CLICK PARTY,41 TODA,42 BHW,43 MALASAKIT@BAYANIHAN,44 ABS,45 PASAHERO PARTYLIST,46 ANGAT,47 SOLID-CHANGE,48 BICOL SARO,49 OFW,50 ANG PROBINSIYANO,51 ANAKALUSUGAN,52 PBA,53 PEACE,54 P3PWD,55 S.M.I.L.E,56 AAMBIS-OWA,57 BUTIL,58 LUNAS,59 ANG KOMADRONA,60 KABAKA,61 SAGIP,62 ANG KABUHAYAN,63 AKO I.P.,64 PHILRECA,65 BABAE AKO,66 KB,67 GABRIELA,68 KALINGA,69 STL,70 RECOBODA,71 ANGAT PINOY,72 ANAC-IP,73 DIWA,74 ASENSO PINOY,75 PPP,76 PAMILYA MUNA,77 AYUDA SANDUGO,78 BUKLOD FILIPINO,79 BTS,80 MOCHA,81 ACT TEACHERS,82 ALONA,83 KABALIKAT,84 ALIF,85 1-UTAP BICOL,86 TINGOG,87 H.E.L.P. PILIPINAS,88 TUCP,89 PTA,90 AGIMAT,91 KONTRA BROWNOUT,92 TULUNGAN TAYO,93 DUTERTE YOUTH,94 ABEKA,95 KABATAAN,97 ACTS-OFW,98 RAM,99 USWAG ILONGGO,100 AKO BISAYA,101 KAPAMILYA,102 PUSONG PINOY,103 CWS,104 SILBI,105 CIBAC,106 SUBANEN,107 AKKK,108 BG PARTY-LIST,109 PAMILYANG MAGSASAKA,110 COOP NATCCO,111 FRONTLINERS ANG BIDA,112 KASAMA,113 AKO BISDAK,114 GP PARTY,115 BAHAY,116 MAGSASAKA,117 MARINO,118 UNITED FRONTLINERS,119 L.O.G.R.O. KUSINERO,120 BPO,121 ABANG LINGKOD,122 KUSUG TAUSUG,123 PLM,124 OK PARTYLIST,125 A TEACHER,126 PASADA-CC,127 OFW FAMILY,128 ANGKLA,129 COCOMAN,130 ACT AS ONE,131 AKO ILOCANO AKO,132 TRABAHO,133 PATROL,134 AKO PADAYON,135 ABONO,136 MANILA TEACHERS,137 KOOP-KAMPI,138 MAYPAGASA,139 PVAID,140 TUTOK TO WIN,141 BAYAN MUNA,142 API,143 ARTE,144 ASAP,145 BUNYOG,146 AKBAYAN,147 DAMAYAN,148 WIFI,149 CANCER PARTY LIST,150 1-ANG EDUKASYON,151 UFCC,152 AGRI,153 MAHARLIKA,154 ANAKPAWIS,155 1TAHANAN,156 TURISMO,157 APEC,158 SENIOR CITIZENS PARTYLIST,159 AASENSO,160 AMIN,161 1-PACMAN,162 ABB-NFCPI,163 AN WARAY,164 AP PARTYLIST,165 AKAP PINOY,166 BUHAY,167 ARISE,168 IWI,169 ANG TINIG NG SENIORS,170 LBP,171 IPEACE EPANAW,172 APAT-DAPAT,173 UMA ILONGGO,174 AYUDA,175 SAMBAYANAN,176 AKO BREEDER,177 FPJ,178 LIBRO
HPM180PA01055473,"BARMM, BASILAN, LANTAWAN, MATARLING",MATARLING ELEMENTARY SCHOOL,07030006,"0008A, 0008B, 0009A",0,569,452,452,79.43,5,3,16,3,3,5,298,0,47,58,2,2,2,329,3,3,39,3,56,14,19,14,21,15,51,11,86,10,32,195,14,10,229,16,38,4,56,58,8,53,180,68,7,169,19,175,6,49,162,94,14,124,123,6,13,11,50,20,212,11,8,12,56,12,10,9,36,240,15,36,25,10,107,8,22,83,78,214,7,200,186,12,136,0,0,0,0,4,1,2,1,0,1,1,4,0,0,0,0,0,4,1,18,1,0,2,0,2,1,2,32,0,10,0,2,0,0,0,0,1,4,0,0,0,1,2,1,1,12,0,1,3,14,0,2,2,1,4,0,0,1,1,0,2,1,0,1,1,0,3,0,1,4,5,0,0,0,0,0,1,1,0,1,5,0,1,0,0,0,0,0,0,0,3,0,5,0,1,1,0,0,3,2,2,3,0,1,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,13,0,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,23,3,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,2,0

HPM180PA01033329,"BARMM, BASILAN, LANTAWAN, MATIKANG",MATIKANG PRIMARY SCHOOL,07030033,"0050A, 0050B, 0051A, 0051B, 0051P1",0,747,607,607,81.25,1,0,9,0,0,13,486,0,2,85,0,0,0,547,0,0,28,0,6,21,133,4,8,9,45,8,63,10,7,147,5,5,90,4,8,4,17,15,10,16,81,21,10,69,8,124,3,43,85,36,43,56,52,4,82,5,18,6,172,8,4,19,21,7,15,8,42,564,15,66,18,6,102,82,9,105,26,172,7,76,136,12,159,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,22,0,1,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,10,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90,37,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,28,0,35,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,141,5,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
HPM180PA01025135,"BARMM, BASILAN, LANTAWAN, PAMUCALIN",PAMUCALIN ELEMENTARY SCHOOL,07030010,"0015A, 0015B",0,397,312,312,78.58,0,0,3,0,0,2,264,0,10,13,0,0,0,269,2,0,12,0,3,3,16,0,1,1,10,0,16,0,1,23,0,0,21,1,4,2,2,2,3,8,14,4,1,9,1,17,1,5,13,10,7,11,10,0,10,1,6,0,22,2,0,2,3,1,4,0,9,280,1,4,1,0,11,12,3,4,6,24,0,49,27,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HPM180PA01074124,"BARMM, BASILAN, LANTAWAN, PAMUCALIN",PAMUCALIN ELEMENTARY SCHOOL,07030011,"0016A, 0016B, 0016P1",0,455,346,346,76.04,3,1,11,0,2,5,279,0,6,17,0,1,0,276,0,2,29,0,9,7,59,4,1,1,14,2,10,2,1,59,3,3,56,2,3,1,6,19,0,6,30,3,2,20,2,44,2,9,40,13,6,28,15,2,14,1,5,1,39,3,1,4,5,2,5,2,13,313,2,4,0,2,18,47,7,8,13,33,2,27,27,1,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HPM180PA01039056,"BARMM, BASILAN, LANTAWAN, PANIONGAN",PANIONGAN ELEMENTARY SCHOOL,07030031,"0047A, 0047B, 0047P1",0,396,342,342,86.36,1,0,4,0,0,7,294,0,5,22,2,0,0,305,0,0,11,0,5,10,41,7,11,10,14,9,26,5,5,61,6,4,54,3,2,2,19,13,5,13,50,6,4,42,6,68,2,22,27,24,8,20,19,4,26,3,17,6,78,4,6,17,18,4,5,1,27,309,8,14,7,3,26,14,4,15,12,58,2,45,43,1,47,1,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,36,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,1,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

HPM180PA01086456,"BARMM, BASILAN, LANTAWAN, SUBA-AN",SUBA-AN PRIMARY SCHOOL,07030023,"0032A, 0032B, 0032C, 0032D, 0032P1",1,676,548,548,81.06,0,0,6,1,0,0,330,0,2,203,0,0,0,461,1,0,70,0,5,5,8,2,0,2,3,4,31,1,6,20,3,3,15,0,0,3,9,14,15,3,25,12,2,17,2,23,1,7,153,20,13,23,22,6,12,2,4,4,48,3,4,6,7,2,2,0,22,512,5,5,5,3,5,3,4,6,16,189,2,24,29,0,31,0,0,0,0,0,0,2,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01011231,"BARMM, BASILAN, LANTAWAN, SWITCH YAKAL",SWITCH YAKAL PRIMARY SCHOOL,07030012,"0017A, 0018A, 0019A, 0019P1",0,660,556,556,84.24,2,1,49,3,9,3,365,0,18,96,2,2,0,325,2,6,90,2,108,9,17,15,9,10,41,17,131,11,12,261,10,11,297,13,34,11,41,47,14,45,274,64,10,252,12,267,4,52,222,122,9,158,189,11,12,10,46,17,297,9,11,7,38,4,8,8,34,354,20,40,16,6,137,9,22,94,97,281,5,241,245,5,198,4,0,1,2,7,0,0,2,0,2,7,1,0,0,0,1,0,5,1,49,0,2,0,1,11,1,0,15,0,2,0,13,0,0,5,0,0,4,0,0,0,0,5,0,0,4,0,0,4,11,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,29,0,0,2,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,2,2,1,2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,5,0,140,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0
HPM180PA01057642,"BARMM, BASILAN, LANTAWAN, TAIRAN",TAIRAN ELEMENTARY SCHOOL,07030025,"0034A, 0034B, 0035A",0,564,461,461,81.73,1,0,18,0,1,0,236,1,5,195,3,1,0,287,0,1,131,0,34,4,13,10,8,6,59,5,68,10,9,121,6,8,167,12,19,5,52,62,13,52,168,34,15,163,10,178,10,30,118,72,23,74,126,10,14,14,52,9,214,13,6,18,47,8,7,5,41,376,11,26,12,12,66,19,8,43,77,145,8,170,131,8,136,2,1,2,0,1,1,1,3,0,1,1,1,0,0,0,0,0,2,2,12,0,0,1,0,1,0,0,7,0,11,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,5,8,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,31,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,1,0,1,0,0,0,1,0,160,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0

HPM180PA01081459,"BARMM, BASILAN, LANTAWAN, TAIRAN",TAIRAN ELEMENTARY SCHOOL,07030027,"0039A, 0040A, 0040P1, 0040P2",0,532,368,368,69.17,0,0,16,0,5,3,184,0,5,152,0,0,0,227,1,4,94,0,37,8,16,5,12,7,41,6,54,9,14,112,3,4,149,17,10,5,43,46,6,41,143,24,11,137,9,139,7,22,98,73,11,59,88,6,15,5,32,6,165,7,12,18,19,7,9,3,42,287,7,25,7,3,44,12,3,38,56,110,6,116,85,5,91,0,0,0,0,2,0,2,0,0,2,5,0,0,0,2,0,0,2,1,15,0,0,1,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,7,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,1,0,0,0,1,0,0,1,4,0,113,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
HPM180PA01063148,"BARMM, BASILAN, LANTAWAN, UPPER BA�AS",UPPER BA�AS ELEMENTARY SCHOOL,07030013,"0020A, 0020B, 0020P1",0,424,271,271,63.91,0,0,5,0,1,1,169,0,15,72,0,0,0,210,6,1,34,0,3,15,19,7,5,4,15,5,17,4,4,50,2,1,36,3,6,7,8,22,5,6,45,16,7,17,3,41,1,12,22,15,3,13,19,4,15,3,13,3,54,2,5,5,15,3,9,4,18,233,4,11,8,4,19,11,2,15,8,37,2,47,29,3,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,137,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HPM180PA01055810,"BARMM, BASILAN, LANTAWAN, UPPER MANGGAS",UPPER MANGGAS ELEMENTARY SCHOOL,07030004,"0006A, 0006B, 0007B",0,473,446,446,94.29,0,0,0,0,1,1,41,1,1,399,0,0,0,392,0,25,20,0,4,2,36,0,4,2,11,1,7,0,1,21,1,1,15,0,6,0,5,3,2,9,14,5,0,14,4,147,0,44,9,10,14,3,8,0,33,0,1,4,24,1,2,1,3,3,0,0,8,436,2,4,2,0,15,33,1,8,2,55,1,40,119,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01014924,"BARMM, BASILAN, LANTAWAN, UPPER MANGGAS",UPPER MANGGAS ELEMENTARY SCHOOL,07030005,"0006C, 0007A, 0007P1",2,452,414,414,91.59,0,0,0,0,0,0,110,0,0,302,0,0,0,218,0,2,192,0,0,0,7,0,1,2,1,0,38,0,2,9,0,1,24,2,1,0,0,2,0,8,12,9,1,37,0,10,0,66,16,3,3,13,4,2,8,0,2,0,39,2,0,4,5,2,5,0,5,410,4,0,3,1,6,8,1,11,5,12,1,12,32,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
HPM180PA01054287,"BARMM, BASILAN, MALUSO, ABONG-ABONG",ABONG-ABONG ELEMENTARY SCHOOL,07040019,"0032A, 0032B, 0032C",4,590,461,461,78.13,0,2,2,0,2,5,363,0,13,39,1,2,0,349,1,1,41,0,5,7,14,1,8,7,108,5,14,4,4,55,3,3,58,4,3,6,13,15,4,13,50,13,5,24,6,59,2,10,33,25,1,17,17,3,18,1,16,4,57,3,4,5,13,3,5,1,14,312,2,3,3,7,20,10,3,11,20,116,6,99,53,6,36,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,33,0,0,1,0,1,0,0,1,13,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,9,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,3,0
HPM180PA01003018,"BARMM, BASILAN, MALUSO, ABONG-ABONG",ABONG-ABONG ELEMENTARY SCHOOL,07040020,"0032D, 0032E, 0032F",1,539,398,398,73.84,2,0,2,0,3,9,282,0,12,55,1,0,0,290,0,0,47,0,6,9,27,1,8,5,28,8,41,1,7,68,5,6,58,5,2,5,15,24,5,7,61,30,2,46,8,66,4,11,54,32,9,27,31,3,28,1,21,4,64,4,8,6,22,7,4,3,22,296,6,8,7,8,27,17,9,18,19,83,11,91,77,2,49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,1,3,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,1,2,0,15,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,55,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,2,1,9,0,1,0,0,0,0,0,0,0,0,0,0,4,0
HPM180PA01079607,"BARMM, BASILAN, MALUSO, BATUNGAL",BATUNGAL PRIMARY SCHOOL,07040008,"0016A, 0016B, 0016C",0,479,395,395,82.46,4,0,2,0,0,17,303,0,10,36,2,1,0,321,1,1,21,1,11,10,37,1,3,5,18,3,32,13,1,101,7,0,66,3,5,1,1,21,4,13,70,8,3,23,4,63,2,23,68,37,13,28,23,0,23,1,13,7,84,2,1,3,9,13,3,3,19,332,2,3,7,1,24,45,3,8,6,106,2,85,64,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,2,43,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,73,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HPM180PA01008933,"BARMM, BASILAN, MALUSO, CALANG CANAS",CALANG CANAS ELEMENTARY SCHOOL,07040017,"0028A, 0029A, 0030A, 0031D",0,624,422,422,67.62,0,0,0,0,0,0,358,0,3,43,0,0,1,391,0,0,3,0,3,0,40,1,2,0,4,0,1,2,0,14,1,1,11,0,2,0,5,2,0,3,6,4,0,1,1,10,1,4,3,8,3,9,8,0,4,1,2,1,27,0,0,0,2,1,1,0,1,385,0,0,1,0,3,4,1,1,2,20,0,12,9,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,1,1,0,0,1,0,0,0,0,0,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HPM180PA01032465,"BARMM, BASILAN, MALUSO, CALANG CANAS",CALANG CANAS ELEMENTARY SCHOOL,07040018,"0031A, 0031B, 0031C",1,590,352,352,59.66,0,0,1,1,0,2,308,0,1,33,0,0,0,338,0,0,1,0,4,3,41,0,3,0,18,0,8,2,0,38,1,0,41,0,2,0,3,1,0,2,15,12,0,10,1,23,0,4,12,11,4,17,8,0,5,1,2,0,29,0,0,3,8,1,2,1,2,327,5,4,3,0,12,6,0,4,5,64,1,43,21,1,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
